1358122122,9
1358122724,9
1358123326,9
1358123928,8
1358124529,9
1358125131,9
1358125733,9
1358126334,9
1358126936,9
1358127538,9
1358128139,10
1358128741,9
1358129343,9
1358129944,9
1358130546,10
1358131148,9
1358131749,9
1358132352,9
1358132953,9
1358133554,9
1358134156,9
1358134758,9
1358135359,9
1358135961,10
1358136562,9
1358137164,9
1358137766,9
1358138367,9
1358138969,9
1358139571,9
1358140172,10
1358140774,0
1358141376,0
1358141977,0
1358142579,0
1358143181,0
1358143782,0
1358144384,0
1358144986,0
1358145587,0
1358146189,0
1358146791,0
1358147392,0
1358147994,0
1358148596,0
1358149197,0
1358149799,0
1358150401,0
1358151002,0
1358151604,0
1358152206,0
1358152807,0
1358153409,0
1358154011,0
1358154612,0
1358155214,0
1358155815,0
1358156417,0
1358157019,0
1358157620,0
1358158222,0
1358158824,0
1358159425,0
1358160027,0
1358160629,0
1358161230,0
1358161832,0
1358162434,0
1358163035,0
1358163637,0
1358164239,0
1358164840,0
1358165442,0
1358166044,0
1358166645,0
1358167247,0
1358167849,0
1358168450,0
1358169052,0
1358169654,0
1358170255,0
1358170857,0
1358171459,0
1358172060,0
1358172662,0
1358173264,0
1358173866,0
1358174467,0
1358175069,0
1358175670,0
1358176272,0
1358176874,0
1358177475,0
1358178077,3
1358178679,404
1358179280,401
1358179882,391
1358180484,404
1358181085,406
1358181687,409
1358182289,410
1358182890,405
1358183492,406
1358184094,406
1358184695,407
1358185297,65
1358185899,66
1358186500,70
1358187102,80
1358187704,71
1358188305,83
1358188907,82
1358189509,84
1358190110,101
1358190712,116
1358191314,87
1358191915,109
1358192517,119
1358193119,108
1358193720,83
1358194322,96
1358194924,89
1358195525,104
1358196127,95
1358196729,98
1358197330,78
1358197932,84
1358198534,74
1358199136,81
1358199737,94
1358200339,66
1358200941,47
1358201542,35
1358202144,48
1358202746,29
1358203347,29
1358203949,23
1358204551,31
1358205152,18
1358205754,11
1358206356,9
1358206957,2
1358207559,0
1358208161,0
1358208762,0
1358209364,9
1358209966,9
1358210567,9
1358211169,9
1358211771,9
1358212372,9
1358212974,8
1358213576,9
1358214177,9
1358214779,9
1358215381,8
1358215982,9
1358216584,9
1358217186,8
1358217787,379
1358218389,370
1358218991,371
1358219592,373
1358220194,380
1358220796,385
1358221397,382
1358221999,384
1358222601,378
1358223202,376
1358223804,380
1358224406,382
1358225007,383
1358225609,380
1358226211,379
1358226812,385
1358227414,387
1358228016,0
1358228617,0
1358229219,0
1358229821,0
1358230422,0
1358231024,0
1358231626,0
1358232227,0
1358232829,0
1358233431,0
1358234032,0
1358234634,0
1358235235,0
1358235837,0
1358236439,0
1358237040,0
1358237642,0
1358238244,0
1358238845,0
1358239447,0
1358240049,0
1358240650,0
1358241252,0
1358241854,0
1358242455,0
1358243057,0
1358243659,0
1358244260,0
1358244862,0
1358245464,0
1358246065,0
1358246667,0
1358247269,0
1358247870,0
1358248472,0
1358249073,0
1358249675,0
1358250277,0
1358250878,0
1358251480,0
1358252082,0
1358252683,0
1358253285,0
1358253887,0
1358254488,0
1358255090,0
1358255692,0
1358256293,0
1358256895,0
1358257497,0
1358258098,0
1358258700,0
1358259302,0
1358259903,0
1358260505,0
1358261107,0
1358261708,0
1358262310,0
1358262912,0
1358263514,0
1358264115,3
1358264717,9
1358265319,15
1358266522,19
1358267124,26
1358267725,30
1358268327,32
1358268929,43
1358269530,50
1358270132,58
1358270733,67
1358271335,75
1358271937,58
1358272538,51
1358273140,56
1358273748,64
1358274349,68
1358274951,67
1358275553,63
1358276154,65
