1356474782,388
1356475084,384
1356475385,379
1356475686,378
1356475988,377
1356476290,381
1356476590,374
1356476893,375
1356477194,371
1356477495,372
1356478448,74
1356478918,9
1356479220,8
1356479523,9
1356479826,9
1356481246,362
1356481548,358
1356481850,359
1356482153,359
1356482660,8
1356482962,8
1356483263,9
1356483565,8
1356483866,9
1356484167,9
1356484469,8
1356484770,9
1356485071,9
1356485373,9
1356485674,10
1356485975,9
1356486277,9
1356486578,9
1356486879,10
1356487181,9
1356487482,9
1356487783,9
1356488085,10
1356488386,8
1356488687,9
1356488989,9
1356489290,9
1356489591,9
1356489893,9
1356490194,9
1356490495,8
1356490797,9
1356491098,9
1356491399,8
1356491701,386
1356492002,382
1356492303,380
1356492605,380
1356492906,380
1356493207,374
1356493509,378
1356493810,382
1356494111,380
1356494413,380
1356494714,381
1356495015,377
1356495317,377
1356495618,381
1356495919,376
1356496221,379
1356496522,380
1356496823,381
1356497125,380
1356497426,381
1356497727,379
1356498029,360
1356498330,8
1356498631,9
1356498933,8
1356499234,9
1356499535,9
1356499837,8
1356500138,9
1356500439,9
1356500741,9
1356501042,9
1356501343,9
1356501645,9
1356501946,9
1356502247,0
1356502549,0
1356502850,0
1356503151,0
1356503453,0
1356503754,0
1356504056,0
1356504357,0
1356504658,0
1356504959,0
1356505261,0
1356505562,0
1356505864,0
1356506165,0
1356506466,0
1356506767,0
1356507069,0
1356507370,0
1356507671,0
1356507973,0
1356508274,0
1356508575,0
1356508877,0
1356509178,0
1356509479,0
1356509781,0
1356510082,0
1356510383,0
1356510685,0
1356510986,0
1356511287,0
1356511589,0
1356511890,0
1356512191,0
1356512493,0
1356512794,0
1356513095,0
1356513397,0
1356513698,0
1356513999,0
1356514301,0
1356514602,0
1356514903,0
1356515205,0
1356515506,0
1356515807,0
1356516109,0
1356516410,0
1356516711,0
1356517013,0
1356517314,0
1356517615,0
1356517917,0
1356518218,0
1356518519,0
1356518821,0
1356519122,0
1356519423,0
1356519725,0
1356520026,0
1356520327,0
1356520629,0
1356520930,0
1356521231,0
1356521533,0
1356521834,0
1356522135,0
1356522437,0
1356522738,0
1356523039,0
1356523341,0
1356523642,0
1356523943,0
1356524245,0
1356524546,0
1356524847,0
1356525149,0
1356525450,0
1356525751,0
1356526053,0
1356526354,0
1356526655,0
1356526957,0
1356527258,0
1356527559,0
1356527861,0
1356528162,0
1356528463,0
1356528765,0
1356529066,0
1356529367,0
1356529669,0
1356529970,0
1356530272,0
1356530573,0
1356530874,0
1356531176,0
1356531477,0
1356531778,0
1356532080,0
1356532381,0
1356532682,0
1356532984,0
1356533285,0
1356533586,0
1356533888,0
1356534189,0
1356534490,0
1356534792,0
1356535093,0
1356535394,0
1356535696,0
1356535997,0
1356536298,0
1356536600,0
1356536901,0
1356537202,2
1356537504,3
1356537805,3
1356538106,16
1356538408,18
1356538709,20
1356539011,21
1356539312,22
1356539613,24
1356539915,25
1356540216,25
1356540517,27
1356540819,26
1356541120,28
1356541421,33
1356541723,36
1356542024,39
1356542325,41
1356542627,45
1356542928,45
1356543229,43
1356543531,43
1356543832,47
1356544133,45
1356544435,46
1356544736,49
1356545037,49
1356545339,49
1356545640,48
1356545941,47
1356546243,37
1356546544,35
1356546845,32
1356547147,32
1356547448,33
1356547749,32
1356548051,35
1356548352,37
1356548653,35
1356548955,34
1356549256,35
1356549557,35
1356549859,34
1356550160,35
1356550462,34
1356550763,33
1356551064,35
1356551366,34
1356551667,38
1356551968,44
1356552270,47
1356552571,49
1356552872,46
1356553174,43
1356553475,37
1356553776,34
1356554078,27
1356554379,28
1356554680,29
1356554982,30
1356555283,32
1356555584,33
1356555886,32
1356556187,32
1356556488,32
1356556790,33
1356557091,31
1356557392,32
1356557694,32
1356557995,31
1356558297,30
1356558598,31
1356558899,29
1356559201,30
1356559502,30
1356559803,31
1356560105,28
1356560406,27
1356560707,27
1356561009,25
1356561310,26
1356561611,25
1356561913,23
1356562214,22
1356562516,20
1356562817,18
1356563118,18
1356563420,17
1356563721,15
1356564022,14
1356564324,13
1356564625,13
1356564926,12
1356565228,10
1356565529,10
1356565830,10
1356566132,10
1356566433,9
1356566734,9
1356567036,9
1356567337,9
1356567638,9
1356567940,9
1356568241,8
1356568542,8
1356568844,382
1356569145,379
1356569446,379
1356569748,377
1356570049,375
1356570350,375
1356570652,380
1356570953,376
1356571254,375
1356571556,377
1356571857,375
1356573552,1002
1356573957,365
1356574447,362
1356574748,366
1356575049,363
1356575351,368
1356575652,368
1356575954,367
1356576255,367
1356576556,368
1356576858,369
1356577159,369
1356577460,366
1356577762,368
1356578063,371
1356578364,366
1356578864,370
1356579166,370
1356579467,369
1356579768,367
1356580070,374
1356580371,373
1356580672,375
1356580974,373
1356581275,365
1356581576,365
1356581878,371
1356582179,371
1356582480,367
1356582782,371
1356583083,368
1356583384,371
1356644043,386
1356650990,415
1356651592,414
1356652193,418
1356652795,415
1356653397,413
1356653998,409
1356654600,410
1356654981,406
1356655012,1001
1356655043,402
1356655958,406
1356656560,408
1356657162,407
1356657763,411
1356658365,411
1356658967,413
1356659568,408
1356660170,9
1356660772,10
1356661373,10
1356661975,10
1356662577,9
1356663178,9
1356663780,10
1356664382,11
1356664983,10
1356665585,9
1356666187,9
